Source,Date,Author,Comment
RXO6xcCklxs,2021-04-29T01:59:57Z,Jeumana, 😘❤️
RXO6xcCklxs,2021-04-29T01:22:50Z,bibi mami,Wach mzin 3ndk lilonti o mkiyj tblo o mkan mkan
RXO6xcCklxs,2021-04-29T00:24:35Z,wafae el,🤮🤮🤮
RXO6xcCklxs,2021-04-29T00:02:11Z,Abdeddaim Mohamed islam, 1m60 9atlou mayesmahlich tghid mes lhelabin bzf 3andha lha9
RXO6xcCklxs,2021-04-28T23:15:12Z,Debabi Kamel,Win tbani 9damha hia machi matkabra kima nti hati redjlik fel ma ybardou khir mnek 100000 fois hia
RXO6xcCklxs,2021-04-28T23:12:33Z,Sarah Amroun,Nahi makillage omb3da rwahi tsayi
RXO6xcCklxs,2021-04-28T22:42:18Z,ALBERTO Nelson,Soufaha
RXO6xcCklxs,2021-04-28T21:34:01Z,Ismail Mebtouche, 👎👎👎👎👎
RXO6xcCklxs,2021-04-28T21:17:32Z,midou liani,😂😂😂 😏
RXO6xcCklxs,2021-04-28T20:07:01Z,souade abr, 🤣 🤣🤣🤣
RXO6xcCklxs,2021-04-28T19:21:24Z,Linda Bila,Nti sah Chaba mais avec la perruque de Timoucha toi aussi tu n'es pas belle
RXO6xcCklxs,2021-04-28T16:42:08Z,DJAMILA VLOG جزائرية في أمريكا, 💪🏼💪🏼
RXO6xcCklxs,2021-04-28T16:17:05Z,ياسمين ديلمي, . ..
RXO6xcCklxs,2021-04-28T15:19:25Z,Ben Khatir,Monica belucci mine chaftek elle arrêtez le cinéma hhhhhhhhhh
RXO6xcCklxs,2021-04-28T14:50:42Z,Hiba Hiba,💩💩💩💩💩💩
RXO6xcCklxs,2021-04-28T14:37:10Z,ninou pro,🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧🤧😈👿
RXO6xcCklxs,2021-04-28T14:25:46Z,Zineb Zizo,Chauffeur
RXO6xcCklxs,2021-04-28T14:18:18Z,algerien forceDZ, ..... 👍
RXO6xcCklxs,2021-04-28T14:07:54Z,nabila montpellier,Timoucha Chaba Alik ou RZINA
RXO6xcCklxs,2021-04-28T14:06:05Z,Merry,. 😑
RXO6xcCklxs,2021-04-28T13:02:28Z,Souad Chawch, 😂🤣 
RXO6xcCklxs,2021-04-28T12:38:10Z,مريم مريوما,. . . . . . . . . . . . . . . . . . 
RXO6xcCklxs,2021-04-28T12:25:09Z,Zidane Fz, . . . . 
RXO6xcCklxs,2021-04-28T12:00:17Z,kiki mimi, peaaaaace
RXO6xcCklxs,2021-04-28T11:59:26Z,kiki mimi,Timoucha 10000fois khir menek
RXO6xcCklxs,2021-04-28T11:49:46Z,Sanaa Hamimed,Ca veux dire tay3hat be mina be le heya machi chaba grave
RXO6xcCklxs,2021-04-28T11:09:39Z,bilal zaki,Dayera ki zebel
RXO6xcCklxs,2021-04-28T08:34:28Z,Hanane Hanane, . 
RXO6xcCklxs,2021-04-28T03:47:00Z,Asill Asoula, 🥴🐸🐸🐸🐸
RXO6xcCklxs,2021-04-28T02:39:09Z,خديجة لفنون الخياطة و التفصيل, .... 
RXO6xcCklxs,2021-04-28T01:33:42Z,Mimï Liña, 😁❤❤🌹
RXO6xcCklxs,2021-04-28T00:37:00Z,Rahmi Chaima,Chof a sidi 😏😏
RXO6xcCklxs,2021-04-28T00:04:59Z,Amel Djelti, 😏😏😏😏
RXO6xcCklxs,2021-04-27T23:43:32Z,Nanou Zora,Blanda Mdarha nsiti kifach konti ya lkaviya thalabti wliti tzoukhi b zin mtrafiki
RXO6xcCklxs,2021-04-27T20:30:41Z,Sara Hairech,3lh maleha timoucha chaba ghir la3eba dawer nichan
RXO6xcCklxs,2021-04-27T20:14:51Z,Kamelia Cheikh,"Mina lâcher est plus belle que toi,Elle fait min 1m75 et elle a un beau visage"
RXO6xcCklxs,2021-04-27T19:58:25Z,Mohamed Mohamed, !!¡!!
RXO6xcCklxs,2021-04-27T18:06:30Z,Djamal Djamal, 😂😂
RXO6xcCklxs,2021-04-27T17:22:21Z,Yz Kz,WALH GHALTA MACHY FIK LES YTAB3K
RXO6xcCklxs,2021-04-27T15:32:56Z,Jasmine jas,"Wech biha koul dora je suis belle , zini ma yesmahliche , c vrai que je suis belle . Franchement c'est une honte .ezine ta3 essah ma yahderche . Puree quelle conne cette fille ."
RXO6xcCklxs,2021-04-27T14:23:50Z,Lamria Bekka,Behloula samta
RXO6xcCklxs,2021-04-27T13:31:05Z,Rou Maissa,Nahi lmakyaj wdiriha en plus diriha mkhrba ou dir fi fomk kima hiya wdiri nwadr hdok wlbsi hgdak apr ahdri
RXO6xcCklxs,2021-04-27T13:12:57Z,Lydia Bela,Quelle débilité la fausse note de taymoucha
RXO6xcCklxs,2021-04-27T12:47:09Z,Yass Mssd,Mina lachter plus belle et plus talentueuse que toi 🙂
RXO6xcCklxs,2021-04-27T11:46:55Z,nawel bouanani,🤣🤣🤣🤣🤣🤣😂😂😂😂
RXO6xcCklxs,2021-04-27T08:52:32Z,Karima Ram,🤫🤫🤫
RXO6xcCklxs,2021-04-27T04:59:20Z,Marwa Bzd,La réaction ta3 star light Mskin masab maygoul hhhhhhhh
RXO6xcCklxs,2021-04-23T10:29:16Z,maya ayam,Mahboula 😆😆
S-E-P-apbn0,2021-05-24T04:46:13Z,LEP,Les folles ne sont pas tous enfermé ???? 😋
S-E-P-apbn0,2021-05-22T14:59:58Z,REDA MAATI, . 
S-E-P-apbn0,2021-05-21T20:50:55Z,Yassine Mahammedi, 😕
S-E-P-apbn0,2021-05-21T17:17:02Z,Thafath Louiza,Hhhhhhhhh 😘
S-E-P-apbn0,2021-05-21T13:20:37Z,Assia Assia,Majnouna 🤣🤣🤣🤣🤣mais adorable
S-E-P-apbn0,2021-05-21T11:49:29Z,Mabrouk Nabet,Une pure au pays des merveilles
S-E-P-apbn0,2021-05-21T09:28:56Z,Reda Laicha, 🤮🤮🤮🤮
S-E-P-apbn0,2021-05-20T23:22:11Z,Lynda Kermad,Chrals samtaaaaaa
S-E-P-apbn0,2021-05-20T23:19:37Z,Lynda Kermad,Anti makhloura et marida
S-E-P-apbn0,2021-05-20T22:29:13Z,Ali Bougadoum,wal nti himaratoun desole yam himara
S-E-P-apbn0,2021-05-20T16:45:50Z,Mohamed HALOUI,Hhhhhhh
S-E-P-apbn0,2021-05-20T12:08:16Z,Elbahri Nardjes,Chehal djayha
S-E-P-apbn0,2021-05-20T09:56:20Z,اولادي سر سعادتي, 🤔🤔🤔
S-E-P-apbn0,2021-05-19T22:04:36Z,Dot Com,Je crois je v m'y mettre aussi je vais arrêter d'être sérieux je vais devenir con vous faire des lives devenir connu de mes conneries avoir des followers et devenir riche et pourquoi pas faire de la télé par la suite .
S-E-P-apbn0,2021-05-19T17:50:05Z,Ana vlog Dz, 🇩🇿🇹🇷
S-E-P-apbn0,2021-05-19T17:10:03Z,bibicha bibicha,Vraii mrida walah hhhhhh
S-E-P-apbn0,2021-05-19T08:30:27Z,Ahmed Bentata,Zamen radaa dertou m hamga machahir
S-E-P-apbn0,2021-05-18T21:30:58Z,Nechadi Esma,... 
S-E-P-apbn0,2021-05-18T18:49:13Z,pierre cardin,Vagabondage
S-E-P-apbn0,2021-05-18T16:29:58Z,Clement Tome,We fine thanks God can I speak to in privately please
S-E-P-apbn0,2021-05-18T15:28:07Z,Amine Badi,Hello 😉✋
S-E-P-apbn0,2021-05-18T11:24:09Z,Isamo simo, 🤔🤔 
S-E-P-apbn0,2021-05-18T06:21:52Z,Khadija Vida loka, 😂😂😂😂
S-E-P-apbn0,2021-05-17T22:19:20Z,Manel B, 😯
S-E-P-apbn0,2021-05-17T18:53:32Z,Sam Gre,L'Algérie est pleine de personnes idiotes mon Pauvre pays tu as beaucoup changé depuis que je t'ai quitté en 1994.
S-E-P-apbn0,2021-05-17T07:00:43Z,Lamria Bekka,Behloula tet9a3ede bikome
S-E-P-apbn0,2021-05-16T21:52:23Z,Hamza Lahmar,Atmények t3ich f dzair mra wala radjel
S-E-P-apbn0,2021-05-16T00:56:39Z,Amira Mira, ..
S-E-P-apbn0,2021-05-15T20:43:36Z,Sabah Belkhir,Va te soigner pour l'argent tu fait tout ta pas honte il faut omoin peur d'Allah
S-E-P-apbn0,2021-05-15T20:41:53Z,Sabah Belkhir,Je te déteste tro t9oul anti ali raki chada sma
S-E-P-apbn0,2021-05-15T03:34:16Z,Amine Amino,Jayha
S-E-P-apbn0,2021-05-15T00:46:45Z,chahinez Rme, ....
S-E-P-apbn0,2021-05-14T22:57:51Z,Nasro Nasro, 43 
S-E-P-apbn0,2021-05-14T19:58:17Z,Walid Slm,😅😅😅elle me fait trop rire... psahtek l'anglais ...algérien de France
S-E-P-apbn0,2021-05-14T13:39:42Z,Fatna Maati,Hhh hfdk
S-E-P-apbn0,2021-05-14T13:39:34Z,Fatna Maati,Mrida
S-E-P-apbn0,2021-05-14T03:51:17Z,ليلى ١٣,Nagssi tabzaaz
S-E-P-apbn0,2021-05-13T20:40:01Z,abdoz herizi, 😅😅🤣🤣🤣🤣
S-E-P-apbn0,2021-05-12T17:12:52Z,Mouna Kechkar,Je veux juste savoir ces tu as un cerveau ou autre chose a ça place
S-E-P-apbn0,2021-05-12T16:22:24Z,Profissour Dz, 😑
S-E-P-apbn0,2021-05-12T14:35:34Z,Rachid Tazi,😂😂😂😂😂🇲🇦🇲🇦🇲🇦👍
S-E-P-apbn0,2021-05-12T04:48:11Z,صمد لويكة,Manhabakch. Ntia. Zowakha
S-E-P-apbn0,2021-05-12T02:08:42Z,ردوان بوزيدي,.......
S-E-P-apbn0,2021-05-12T01:16:21Z,Mouloudj Ameziane,l importe quoiii
S-E-P-apbn0,2021-05-11T21:18:24Z,Bahi Himo, 🙄🙄
S-E-P-apbn0,2021-05-11T21:06:50Z,Alias Alias," mouvement , , aerobic , ipoglicemia"
S-E-P-apbn0,2021-05-11T18:23:03Z,Алжир свободен, 🍃☘
S-E-P-apbn0,2021-05-11T04:53:39Z,Said Said,Mais samhili raki fi ghaba ou zid raki fa dazair matkhafich yahkmk kach wahd matghamrich ou khati wa3lch za3ma tahdri hakda la voix ta3k takayini houda dz paris
S-E-P-apbn0,2021-05-11T04:24:55Z,Sabae Merad Boudia,T3yii wt3yfii
S-E-P-apbn0,2021-05-11T03:08:32Z,yacine yacino,Speak properly
S-E-P-apbn0,2021-05-11T03:02:32Z,la Cosanostra, ..... 
S-E-P-apbn0,2021-05-11T02:40:10Z,Nabil Vivo,Rouhi toubi orayhi majyahtak
S-E-P-apbn0,2021-05-11T02:29:37Z,Ri Pou, !!! 👍 
S-E-P-apbn0,2021-05-11T02:09:52Z,قناة نور, 🤔 
S-E-P-apbn0,2021-05-10T20:55:34Z,helel moktar, footing 🤣🤣🤣
S-E-P-apbn0,2021-05-10T18:12:12Z,Sensei العربي, .. 😂😂😂
S-E-P-apbn0,2021-05-10T15:13:39Z,Moussa Lamlum,👎👎👎🤮🤮🤮🤮👎👎👎
S-E-P-apbn0,2021-05-10T10:07:21Z,Ally Alla,Vraiment le ridicule ne tue pas.
S-E-P-apbn0,2021-05-10T07:27:38Z,Sabri Ld,🤡 😏😏😏😏
S-E-P-apbn0,2021-05-10T05:22:37Z,elhadi sadi, !!! ... ... 
S-E-P-apbn0,2021-05-10T05:20:29Z,elhadi sadi, .... ... 
S-E-P-apbn0,2021-05-10T04:05:13Z,ROCHDI NAMICH, .
S-E-P-apbn0,2021-05-09T22:38:29Z,Rimkadz15,Tu fais du sport avec les talons ou quoi !?😂 j'imagine même au lit tu le fais avec les talons 🤣
S-E-P-apbn0,2021-05-09T21:59:15Z,Benyoucef Khairou,Kon hta jit ltem ne3itlik lghaba te3 sah
S-E-P-apbn0,2021-05-09T16:56:20Z,Ami Nou,😂😂😂🤦‍♂️
S-E-P-apbn0,2021-05-09T12:11:56Z,Abdelkader Badaoui, . 
S-E-P-apbn0,2021-05-09T08:36:38Z,Gislaine Sidamar,Sale gamine
S-E-P-apbn0,2021-05-09T06:53:52Z,Amine Smara, . . . . . . . . 
S-E-P-apbn0,2021-05-09T05:40:53Z,abdel bel,Karita hadi jib....
S-E-P-apbn0,2021-05-09T04:40:14Z,Miloud Chirani, 😂😂😂😂😂😂
S-E-P-apbn0,2021-05-09T03:07:12Z,Hami Tayeb,Bahloula ... Thaghyoult
S-E-P-apbn0,2021-05-09T00:34:47Z,Amar Benaissa, 🤣🤣
S-E-P-apbn0,2021-05-08T21:44:37Z,Algerian DZ, ?!!!!?
S-E-P-apbn0,2021-05-08T21:06:20Z,anouar achour, .... 
S-E-P-apbn0,2021-05-08T20:50:47Z,Sofiane Iazouguene,You so ugly rrrr
S-E-P-apbn0,2021-05-08T12:52:21Z,Khaled Kouinini,How are you today🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
S-E-P-apbn0,2021-05-08T07:45:10Z,Mehdi SAID ERRAHMANI,"Pour c une idiote le genre comme cette espèce, un déshonneur pour les filles et femmes Algériens"
S-E-P-apbn0,2021-05-07T23:13:34Z,Amine Minou, bb
S-E-P-apbn0,2021-05-07T21:56:45Z,خالد خالد بوطبزة, 🤣🤣🤣 🤣🤣 
S-E-P-apbn0,2021-05-07T21:34:52Z,Asma Asma, .....
S-E-P-apbn0,2021-05-07T19:38:58Z,Elias Sissou, .. 
S-E-P-apbn0,2021-05-07T18:20:54Z,Mehdi Benyahia,We el masouniya sava chwiya
S-E-P-apbn0,2021-05-07T16:53:05Z,Redouane Gharfara,Grave c grave
S-E-P-apbn0,2021-05-07T12:56:36Z,Adil Chouache, 😉
S-E-P-apbn0,2021-05-07T03:47:05Z,سراج شمس, !!!! .
S-E-P-apbn0,2021-05-07T02:10:34Z,BoMba BoBa, jpns
S-E-P-apbn0,2021-05-07T01:30:52Z,Houda Sakhri,Tgol rajel yahki
S-E-P-apbn0,2021-05-07T01:15:45Z,Mihoub Bilal, 😅
S-E-P-apbn0,2021-05-07T01:02:08Z,Yz Kz,IDIOT
S-E-P-apbn0,2021-05-07T01:00:58Z,Yz Kz,WALH HART NASS LES. YATB3OU HAD KHRAYA
S-E-P-apbn0,2021-05-06T23:54:06Z,R Fardous, ❤ 🤗
S-E-P-apbn0,2021-05-06T23:07:05Z,Dz Infoo,😂😂
S-E-P-apbn0,2021-05-06T18:53:03Z,Salma Selma,Machi Goulti je suis belle haw ben Zin win Rahoum les kgs de maquillage chassez le ridicule il revient au galop
S-E-P-apbn0,2021-05-06T18:09:24Z,Mustapha Hadjadj aoul,Hhhhhhhhh bsahtake
S-E-P-apbn0,2021-05-06T15:48:26Z,Yacine Saad, 25 
S-E-P-apbn0,2021-05-06T15:41:19Z,Linda Addou,Yakhi agouna .....Ketrou Bhalile fi alger allah yestor ya Rabi 🤔
S-E-P-apbn0,2021-05-06T13:04:35Z,Benaceur Kheira, la diarrhée
S-E-P-apbn0,2021-05-06T13:02:46Z,Benaceur Kheira, debila Ohhhhhhh elle m'énerve elle est bête avec son comportement de débile
S-E-P-apbn0,2021-05-06T12:31:00Z,fethia kahla,Elle est un peu décalé celle là 🤪🤪🤪
S-E-P-apbn0,2021-05-06T09:25:43Z,Benlaiid Mohamed, . 
S-E-P-apbn0,2021-05-06T07:39:03Z,fifi stromae, 🤣🤣
S-E-P-apbn0,2021-05-06T06:34:13Z,mohouche mohouche,Jamais vu une débile comme ça et qui se prend pour une star
S-E-P-apbn0,2021-05-06T05:14:08Z,Alaa Oukina,Mlih li dirlk wahde f le ghaba
S-E-P-apbn0,2021-05-06T04:57:21Z,AVICENE ORAN,Allah yehdi ma khlak juste une question qu'est ce que tu ramène de positif à la société ??? A part de te faire une place dans le show biz bref une idiote de plus
S-E-P-apbn0,2021-05-06T04:07:30Z,Lila lali,Moh beb el oued lol
S-E-P-apbn0,2021-05-06T04:06:55Z,Lila lali,Hahahah
S-E-P-apbn0,2021-05-06T02:24:30Z,Halim Sakar,Kbira jayha
S-E-P-apbn0,2021-05-06T01:39:06Z,Rano Mimo,Hhhhhhh
S-E-P-apbn0,2021-05-06T00:23:21Z,Yazid Djari,😍😍😍😍❤️🌷🎉
S-E-P-apbn0,2021-05-06T00:22:32Z,Yazid Djari,",, il faut ça il faut ça"
S-E-P-apbn0,2021-05-05T22:32:31Z,lotfi mou,Ch3al t3ayé sociala
S-E-P-apbn0,2021-05-05T22:31:18Z,Soso sophie,TOZZZ
S-E-P-apbn0,2021-05-05T19:28:05Z,rayan tchado,Tu me fait rire tes story sont exactement pareil que ce mon fils de 6ans 🤣🤣🤣🤣
S-E-P-apbn0,2021-05-05T19:18:59Z,ROM dz, ...
S-E-P-apbn0,2021-05-05T16:17:36Z,Lili Aly,🥰🥰🥰
S-E-P-apbn0,2021-05-05T16:00:47Z,Bezit Chara,", "
S-E-P-apbn0,2021-05-05T15:01:47Z,من اخترع فلايتFateh Haddad, 😅😅😅😅
S-E-P-apbn0,2021-05-05T14:40:30Z,hetem hetem,💩💩💩
S-E-P-apbn0,2021-05-05T12:38:55Z,Animar Mira Cheguevara,Tafha tafha ya latif wine elhakna
S-E-P-apbn0,2021-05-05T10:10:11Z,Toufik Bouali,Chab3a zab bb d'amour maskina
S-E-P-apbn0,2021-05-05T09:04:25Z,Karima Amour,🤢🤢🤮🤮🤮🤮🤮🤮🤮🤮
S-E-P-apbn0,2021-05-05T08:59:37Z,جولات ديليا في ألمانيا,. 👌👌👌 . ....les piles
S-E-P-apbn0,2021-05-05T06:13:13Z,Hamada Shawi, 😂😂😂 😂😂
S-E-P-apbn0,2021-05-05T00:44:25Z,Dih Ya,Tlagi🐴💩
S-E-P-apbn0,2021-05-04T22:59:19Z,Sidali Labdi,Tchabhi lal 9alwa
S-E-P-apbn0,2021-05-04T20:31:26Z,Hakima Abdi,Ta quel âge
S-E-P-apbn0,2021-05-04T19:28:39Z,ghani kessi,aghba inssan chaftou fi hyati
S-E-P-apbn0,2021-05-04T18:21:07Z,Samira Belal,Tsomi wla nn
S-E-P-apbn0,2021-05-04T15:14:30Z,Fouzia Boulfoul,Lemiy cha3rek wa ejeri ya zina taana 😀
S-E-P-apbn0,2021-05-04T15:08:21Z,Ratiba Berrabah,"Wallah rir ya Numidia rir ma3labalich wallach nhabek et pourtant ana la3jab ma3jabnich mais nti you make me laugh all the time, the way you talk ...you sound like a baby and i love it..i wish you all the best in your career ..you take care of yourself."
S-E-P-apbn0,2021-05-04T14:37:03Z,Mouna Mom,"numidia je la sens qu'elle imite trop ( nabila) , genre elle fait la fofolle tout le temp, mais c'est juste un personnage non pas sa vrai personnalité mais elles font ça pour ce différencier des autres et ce faire briller sur les médias"
S-E-P-apbn0,2021-05-04T14:33:40Z,Chafik Soliter, 😂😂
S-E-P-apbn0,2021-05-04T13:47:43Z,ninou pro,😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒
S-E-P-apbn0,2021-05-04T13:28:20Z,lezoul hacen,dayera ki 🖕🖕 ou farehana
S-E-P-apbn0,2021-05-04T06:07:45Z,Salah azerty, 🥴
S-E-P-apbn0,2021-05-04T03:13:18Z,yasif amel, 🙄😎😎
S-E-P-apbn0,2021-05-04T00:19:32Z,dinou van buren,Love You beauty
S-E-P-apbn0,2021-05-04T00:09:19Z,Merouane Mouchouka,Jakhlita hhhh
S-E-P-apbn0,2021-05-03T17:57:46Z,omar chelil,Baghla
S-E-P-apbn0,2021-05-03T17:55:57Z,laouirem ghani,Nti ta3 loubia machi ta3 sport
S-E-P-apbn0,2021-05-03T17:55:19Z,l'anarchiste Dz, ... je t'aime bien 😂
S-E-P-apbn0,2021-05-03T16:22:02Z,Tweedlex Dawning, Running 
S-E-P-apbn0,2021-05-03T04:09:43Z,ADEL HEZIL, ‍ 
S-E-P-apbn0,2021-05-03T02:27:51Z,Mohsin Lomize,Hhhhh wlh mhbola mi l'AG ta3ha ta3 whda Tata gololha tn9s hbalha #nomidya nb8iha
S-E-P-apbn0,2021-05-03T02:23:27Z,Kheiro Ben, 😍
S-E-P-apbn0,2021-05-02T16:22:43Z,younes mmz, !😂😂😂
S-E-P-apbn0,2021-05-02T13:50:42Z,kherbouche mourad,Hi numidia Sousou elle est grave jalouse de toi
S-E-P-apbn0,2021-05-02T00:43:18Z,Faiza Djemili,Debile
S-E-P-apbn0,2021-05-01T23:16:04Z,Malika Taghelite,"Hi Numidia Tu sais Tu me fait rire vraiment el hadera Taaek helawa que le bon dieu te protege inchallah very beautiful ,une vraix kabyle machallah Malika from London"
S-E-P-apbn0,2021-05-01T22:08:00Z,Sasa Sasa,Mazalki tbouli felefrache wela hebesti
S-E-P-apbn0,2021-04-30T23:51:07Z,Adlene Zergaoui,Hh mde
S-E-P-apbn0,2021-04-30T22:51:42Z,Sousou Yanor,Djayha
S-E-P-apbn0,2021-04-30T11:56:06Z,Nabil Ould Amer,Walah mahboula
S-E-P-apbn0,2021-04-29T14:55:32Z,Allouani Mekhalfia, 🖕🖕🖕
S-E-P-apbn0,2021-04-27T18:18:28Z,Fatou,Reste comme tu et non pas fofolle
S-E-P-apbn0,2021-04-27T14:15:05Z,Søusø jihan, 😹😹😹😹😹
S-E-P-apbn0,2021-04-26T23:21:07Z,Ma hakima,😂😂😂😂😂😂😂😂😚😙
S-E-P-apbn0,2021-04-26T17:46:32Z,Nadia L'imprévisible, 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿😃😃😃😃
0DhZC713xss,2021-05-24T07:19:03Z,Billy Astor,Toz
0DhZC713xss,2021-05-23T20:25:03Z,maria Ahmed, .
0DhZC713xss,2021-05-23T05:13:34Z,Mamadou Billel,"T as un styliste et un modéliste,je ne sais pas si c un gars ou fille,mais a chaque fois que je te vois en émission c wow,c est une première en Algérie,tu devrais les présenter a d autres personnes ça vaut la peine, j espère que t as compris ce que je veux dire 😘"
0DhZC713xss,2021-05-22T09:23:57Z,Yasmina Boufoudi,"Après 30 ans je crois que tu va regréter de tout ça ,le retour chez le dieu Allah."
0DhZC713xss,2021-05-22T08:30:26Z,Adel Adel,😂😂
0DhZC713xss,2021-05-22T07:11:56Z,salam Everyone, . . 
0DhZC713xss,2021-05-21T18:14:36Z,Mami Mami,Ki zbiii
0DhZC713xss,2021-05-21T06:41:42Z,Semsoum Semsoum,Lmzewa9 mn bara wech 7elek ml dekhel
0DhZC713xss,2021-05-21T04:19:03Z,Otmane Otmane,Sa fait 20ans que cette accessoire existe va voir o maroc ou tunisie
0DhZC713xss,2021-05-21T00:09:34Z,Karima Bela,Marshalah heta walaw zewakha khraj alik
0DhZC713xss,2021-05-20T17:36:24Z,Murtazo Safarov,💐👍
0DhZC713xss,2021-05-20T16:52:51Z,Adam mohamed, ... ....
0DhZC713xss,2021-05-20T16:46:13Z,Ali Bougadoum,wellah je suit desole pour toi
0DhZC713xss,2021-05-20T15:54:24Z,nabila montpellier,Ahadri normal ki tabday tatbahlili ou les manières ta3 tchiki3 twali samta 😠😶
0DhZC713xss,2021-05-20T15:48:36Z,Yz Kz,IZANE
0DhZC713xss,2021-05-20T11:47:44Z,terminus ter, .. .. .. .... .. 
0DhZC713xss,2021-05-20T05:14:18Z,belkhaterane mebarka,Tbane ragassa ta3e les kabari ya zahe hacha khalke rabi difda3e
0DhZC713xss,2021-05-19T19:32:22Z,Cherchelli Samir,🤣 🎭🎭🎭🎭. Gold digger 💰 🤣. Good luck 🤞. zebra 🦓
0DhZC713xss,2021-05-19T12:18:46Z,kharoubi zohra, 🙄
0DhZC713xss,2021-05-19T11:41:29Z,Ismael b DZ,Madonna du bled
0DhZC713xss,2021-05-19T11:01:04Z,Khatir Goch, . 1
0DhZC713xss,2021-05-19T07:19:21Z,Nacer Moussa,Nti keraya
0DhZC713xss,2021-05-19T07:18:41Z,Nacer Moussa,Rouhi diri couscous khirlak comedown
0DhZC713xss,2021-05-19T06:50:01Z,Nesrine Djarabi, 10 .
0DhZC713xss,2021-05-18T20:55:17Z,La.diva. Assou,rabi yhfdek 💕💃prinsece
0DhZC713xss,2021-05-18T18:46:05Z,Fatima Ben, 🙂🙂
0DhZC713xss,2021-05-18T18:43:54Z,Wissem Almoussek,Elle est tros belle j'aime beaucoup que ce que elle a fait
0DhZC713xss,2021-05-18T17:17:11Z,naya naya,Je te deteste machi mrabia
0DhZC713xss,2021-05-18T16:33:50Z,Hsina Sina,❤❤
0DhZC713xss,2021-05-18T14:00:27Z,YOUNES MAMMAR,♥️🇩🇿♥️
0DhZC713xss,2021-05-18T13:12:54Z,maya mimi, !!
0DhZC713xss,2021-05-18T09:49:17Z,Nor, ... ...
0DhZC713xss,2021-05-18T07:19:03Z,Ghali Ghali, .....
0DhZC713xss,2021-05-18T06:18:28Z,Khadija Vida loka, 😏😏😏😏😏
0DhZC713xss,2021-05-18T01:43:20Z,ibrahim hoiri, .... 
0DhZC713xss,2021-05-17T20:26:12Z,Hadile 🇩🇿,Machallah princesse 😘
0DhZC713xss,2021-05-16T18:13:31Z,مطبخ وتدابير ام ميرال,. 
0DhZC713xss,2021-05-16T17:09:33Z,Farida Hanibeche,"L'accessoire est juste horrible, dommage il a caché ta beauté"
0DhZC713xss,2021-05-16T08:37:41Z,Chahra Saadi,Ufehimegh krs
0DhZC713xss,2021-05-16T04:19:59Z,walid elmaadi,Bditiha bien m3a sut not mais dpurka rak. Ghir tkhalti jybtena rifka w stainly 😂😂😂
0DhZC713xss,2021-05-16T00:47:46Z,Bill Board, . . 
0DhZC713xss,2021-05-15T22:08:50Z,cheb sofiane sghir officiel,Nahtajak ana Cheb sofiane habak ta3ardini
0DhZC713xss,2021-05-15T17:37:10Z,GENIE TEC, 3 
0DhZC713xss,2021-05-15T13:01:04Z,Ya Nina,#GazaUnderAttack
0DhZC713xss,2021-05-15T11:03:54Z,Nina Samer,tu vas faire fawazir
0DhZC713xss,2021-05-15T00:37:26Z,Soso Soni, ❤❤
0DhZC713xss,2021-05-15T00:29:01Z,سالمات عابدات, .
0DhZC713xss,2021-05-14T16:58:21Z,Ilyes Mizi,Dihiya.. you're spiritual name is Dihiya..and I'm the new masensen .. fuck you're beautiful..you'll be my Queen and this is not a fucking riddle 🎰🧠💘🔓🗝️🧿🇩🇿🇺🇸
0DhZC713xss,2021-05-14T14:35:52Z,Mamouri Karima, 😘😘🌹🌹❤❤
0DhZC713xss,2021-05-13T21:01:03Z,Maram Youbi, elle est blonde 
0DhZC713xss,2021-05-13T20:26:58Z,Zinou Zin,Lahi ibarek alik bébé d'amour
0DhZC713xss,2021-05-13T20:09:28Z,ام هزار, ... 
0DhZC713xss,2021-05-13T19:44:46Z,Samia Beunel,Vous lui donner de l'importance elle est rien elle se prend pour une Européenne elle n'a pas niveau une algérien pareil elle n'a pas le niveau vous lui donner de l'importance et les vrais acteurs vous les mettez de côté les vrais chanteurs pareil dommage pour la chaîne algérienne qui présente les gens comme elle remise à niveau
0DhZC713xss,2021-05-13T18:29:37Z,Yazid Djari,"🍓🍓🍓🍓🍓🍓🍓🍓🍓🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷😍, bébé d'amour bébé d'amour trop professionnelle à love you"
0DhZC713xss,2021-05-13T18:20:21Z,Nacéra Mebarkia,Elle est sérieuse 🤣elle vit dans un autre monde🤣
0DhZC713xss,2021-05-13T16:56:33Z,Houria Benbou, ‍
0DhZC713xss,2021-05-13T16:25:50Z,Fifi Felix,Tu n'es pas belle....
